island,stage,target_descriptor_key,target_cand,target_gen,target_ghash,target_seed_recorded,source_found,same_model_screen_reference,reference_screen_seed,selected_cand,selected_phase,selected_seed,selected_ghash,selected_descriptor_key,selected_interest_raw,selected_C9,reblended_I040,same_physical_model,same_ghash,same_descriptor_key,seed_differs_from_recorded_target,selected_seed_differs_from_screen_reference
1,initial_gen7_archive,3|grow|rotor|liquid|s2|g2,p6g8_033,0,27a2960d05f47297,,True,False,,p6g8_033_c9,c9fill,957,27a2960d05f47297,3|grow|rotor|liquid|s1|g2|structured,60.057474266161066,0.431,60.057474266161066,True,True,False,,
1,initial_gen7_archive,4|grow|mobile|liquid|s3|g2,p3g9_022,0,9a815b4bb1db78ea,,True,False,,p3g9_022_c9,c9fill,957,9a815b4bb1db78ea,4|grow|mobile|liquid|s2|g2|structured,57.08225447850029,0.295,57.08225447850029,True,True,False,,
1,initial_gen7_archive,4|grow|rotor|liquid|s3|g2,p2g7_039,0,fa86cb8089d048d0,,True,False,,p2g7_039_c9,c9fill,957,fa86cb8089d048d0,4|grow|rotor|liquid|s1|g2|structured,60.37324219635997,0.4165,60.37324219635997,True,True,False,,
1,initial_gen7_archive,3|switch|rotor|liquid|s2|g2,p6g7_028,0,99843d9cd96588d6,,True,False,,p6g7_028_c9,c9fill,957,99843d9cd96588d6,3|switch|mobile|liquid|s2|g2|structured,57.74913940238972,0.3106,57.74913940238972,True,True,False,,
1,initial_gen7_archive,3|grow|mobile|liquid|s2|g2,p6g9_021,0,b310fbfc5cac334e,,True,False,,p6g9_021_c9,c9fill,957,b310fbfc5cac334e,3|grow|mobile|liquid|s2|g2|structured,57.31503896872498,0.2258,57.31503896872498,True,True,False,,
1,initial_gen7_archive,3|switch|mobile|liquid|s2|g2,p6g5_026,0,ead25ce87e4b853d,,True,False,,p6g5_026_c9,c9fill,957,ead25ce87e4b853d,3|switch|rotor|liquid|s2|g2|structured,64.76800610456174,0.3102,64.76800610456174,True,True,False,,
1,initial_gen7_archive,4|grow|mobile|liquid|s3|g1,p3g6_032,0,3e9e387b61a8cb22,,True,False,,p3g6_032_c9,c9fill,957,3e9e387b61a8cb22,4|grow|mobile|liquid|s1|g1|structured,53.4934417075938,0.3719,53.4934417075938,True,True,False,,
1,initial_gen7_archive,3|grow|rotor|liquid|s3|g2,p2g6_020,0,489530b94bd868b0,,True,False,,p2g6_020_c9,c9fill,957,489530b94bd868b0,3|grow|rotor|liquid|s2|g2|structured,61.04908046244286,0.375,61.04908046244286,True,True,False,,
1,initial_gen7_archive,4|grow|mobile|liquid|s2|g1,p1g7_025,0,07854843ba8e93b1,,True,False,,p1g7_025,screen,957,de1b14c1d5bc2426,3|grow|rotor|liquid|s2|g2|structured,70.56844761409967,0.4729,65.91275809127973,False,False,False,,
1,initial_gen7_archive,4|switch|mobile|liquid|s3|g2,p5g3_040,0,dabace1997467b68,,True,False,,p5g3_040_c9,c9fill,957,dabace1997467b68,4|switch|rotor|liquid|s1|g2|structured,70.51180784559884,0.5265,70.51180784559884,True,True,False,,
1,initial_gen7_archive,4|switch|rotor|liquid|s1|g2,p1g7_030,0,d2ee337cb598d2ef,,True,False,,p1g7_030,screen,957,3e9e387b61a8cb22,4|grow|mobile|liquid|s1|g1|structured,57.56930213449225,0.3719,53.4934417075938,False,False,False,,
1,initial_gen7_archive,4|grow|mobile|liquid|s2|g2,p5g7_040,0,83b42c8f4ca19485,,True,False,,p5g7_040_c9,c9fill,957,83b42c8f4ca19485,4|grow|mobile|liquid|s1|g2|structured,68.85298716183334,0.4685,68.85298716183334,True,True,False,,
1,initial_gen7_archive,4|grow|rotor|liquid|s3|g1,p4g3_033,0,4ca14697d3781ef6,,True,False,,p4g3_033_c9,c9fill,957,4ca14697d3781ef6,4|grow|rotor|liquid|s3|g1|structured,66.43169681078231,0.4323,66.43169681078231,True,True,False,,
1,initial_gen7_archive,3|grow|mobile|liquid|s3|g2,p3g9_020,0,4b6edf7bed2ff135,,True,False,,p3g9_020_c9,c9fill,957,4b6edf7bed2ff135,3|grow|mobile|liquid|s3|g2|structured,69.29210541029907,0.5103,69.29210541029907,True,True,False,,
1,initial_gen7_archive,3|grow|rotor|liquid|s1|g2,p6g7_035,0,b3ca2cf65a12bd89,,True,False,,p6g7_035_c9,c9fill,957,b3ca2cf65a12bd89,3|switch|rotor|liquid|s2|g2|structured,64.90869333661456,0.5298,64.90869333661456,True,True,False,,
1,initial_gen7_archive,4|grow|mobile|liquid|s1|g2,p3g3_038,0,0c49060d9652323f,,True,False,,p3g3_038_c9,c9fill,957,0c49060d9652323f,4|grow|mobile|liquid|s1|g2|structured,70.79668978096745,0.5996,70.79668978096745,True,True,False,,
1,initial_gen7_archive,4|switch|rotor|liquid|s2|g2,p4g2_044,0,173f84b80256caeb,,True,False,,p4g2_044_c9,c9fill,957,173f84b80256caeb,4|grow|mobile|liquid|s1|g2|mixed,45.36718901841022,0.0,45.36718901841022,True,True,False,,
1,initial_gen7_archive,4|grow|rotor|liquid|s2|g2,p1g2_020,0,07440dda3d77d9a9,,True,False,,p1g2_020_s2,seed2,958,94568c24e2971139,3|oscillator|drift|liquid|s1|g2|structured,45.31795765338646,0.251,41.27436612270917,False,False,False,,
1,initial_gen7_archive,4|switch|mobile|liquid|s1|g2,p6g6_032,0,e85f4b309db0d245,,True,False,,p6g6_032_c9,c9fill,957,e85f4b309db0d245,4|switch|mobile|liquid|s1|g2|structured,69.3955352498653,0.5256,69.3955352498653,True,True,False,,
1,initial_gen7_archive,4|grow|rotor|liquid|s1|g2,p6g8_020,0,3f6f5093e8b0e1db,,True,False,,p6g8_020_c9,c9fill,957,3f6f5093e8b0e1db,4|switch|rotor|liquid|s1|g2|structured,62.590408031856974,0.49,62.590408031856974,True,True,False,,
1,initial_gen7_archive,4|switch|mobile|liquid|s2|g2,p3g7_046,0,3a2135c4e6a392e2,,True,False,,p3g7_046_c9,c9fill,957,3a2135c4e6a392e2,4|grow|rotor|liquid|s2|g2|mixed,47.43250500749111,0.0,47.43250500749111,True,True,False,,
1,initial_gen7_archive,4|grow|rotor|flicker|s3|g2,p2g3_073,0,6da2f3231522e927,,True,False,,p2g3_073_c9,c9fill,957,6da2f3231522e927,4|grow|mobile|flicker|s3|g2|mixed,55.34319346713424,0.2162,55.34319346713424,True,True,False,,
1,initial_gen7_archive,3|grow|mobile|liquid|s1|g2,p6g2_039,0,7019b4263417a389,,True,False,,p6g2_039_c9,c9fill,957,7019b4263417a389,3|switch|mobile|liquid|s1|g2|structured,58.54470005677156,0.346,58.54470005677156,True,True,False,,
1,initial_gen7_archive,3|grow|mobile|liquid|s3|g1,p4g5_040,0,66a64dfb975fcdc6,,True,False,,p4g5_040_c9,c9fill,957,66a64dfb975fcdc6,3|grow|mobile|liquid|s1|g1|structured,50.24011939559091,0.3101,50.24011939559091,True,True,False,,
1,initial_gen7_archive,4|grow|drift|liquid|s2|g2,p2g1_040,0,eef1806b5f1e0089,,True,False,,p2g1_040_c9,c9fill,957,eef1806b5f1e0089,3|grow|mobile|liquid|s2|g2|structured,49.64887038912887,0.2788,49.64887038912887,True,True,False,,
1,initial_gen7_archive,4|grow|rotor|liquid|s2|g1,p1g7_032,0,f0c0d4119fa77126,,True,False,,p1g7_032,screen,957,53ba29b19dcd90c2,3|switch|rotor|liquid|s1|g2|structured,63.13646506587222,0.5278,61.065172052697775,False,False,False,,
1,initial_gen7_archive,4|switch|mobile|liquid|s1|g1,p6g3_033,0,45d84b9a9c2d5329,,True,False,,p6g3_033_c9,c9fill,957,45d84b9a9c2d5329,4|switch|mobile|liquid|s1|g1|structured,64.56198883465801,0.6393,64.56198883465801,True,True,False,,
1,initial_gen7_archive,3|switch|mobile|liquid|s1|g2,p3g7_014,0,bb89c8e401f4f69a,,True,False,,p3g7_014_c9,c9fill,957,bb89c8e401f4f69a,3|oscillator|mobile|liquid|s1|g2|structured,60.14176949413577,0.5689,60.14176949413577,True,True,False,,
1,initial_gen7_archive,4|grow|mobile|flicker|s2|g2,p2g5_023,0,84ec665a3a51196b,,True,False,,p2g5_023_c9,c9fill,957,84ec665a3a51196b,4|grow|mobile|flicker|s2|g2|mixed,52.0053900191002,0.189,52.0053900191002,True,True,False,,
1,initial_gen7_archive,3|switch|rotor|liquid|s1|g2,p3g8_042,0,669ecc8e806a412c,,True,False,,p3g8_042_c9,c9fill,957,669ecc8e806a412c,3|grow|mobile|liquid|s1|g2|structured,57.756974563647674,0.4488,57.756974563647674,True,True,False,,
1,initial_gen7_archive,4|grow|rotor|flicker|s2|g2,p6g4_021,0,f1d619e4608e8429,,True,False,,p6g4_021_c9,c9fill,957,f1d619e4608e8429,4|grow|mobile|liquid|s1|g2|structured,64.58237487018637,0.4944,64.58237487018637,True,True,False,,
1,initial_gen7_archive,4|grow|mobile|liquid|s3|g0,p6g2_022,0,4822df84bbe8edf6,,True,False,,p6g2_022_c9,c9fill,957,4822df84bbe8edf6,4|grow|rotor|liquid|s2|g0|structured,68.3576392821715,0.5982,68.3576392821715,True,True,False,,
1,initial_gen7_archive,4|grow|drift|liquid|s1|g2,p2g4_020,0,36456c27fa9e9db9,,True,False,,p2g4_020_c9,c9fill,957,36456c27fa9e9db9,3|grow|mobile|liquid|s2|g2|structured,49.242756211953505,0.2713,49.242756211953505,True,True,False,,
1,initial_gen7_archive,4|grow|rotor|liquid|s1|g1,p3g7_015,0,b6669fc876a2db67,,True,False,,p3g7_015_c9,c9fill,957,b6669fc876a2db67,4|grow|rotor|liquid|s1|g1|structured,61.14055172755743,0.4313,61.14055172755743,True,True,False,,
1,initial_gen7_archive,4|constant|rotor|liquid|s1|g2,p6g7_067,0,070d384c430a8e0f,,True,False,,p6g7_067_c9,c9fill,957,070d384c430a8e0f,4|constant|rotor|liquid|s1|g2|structured,65.35438205930618,0.586,65.35438205930618,True,True,False,,
1,initial_gen7_archive,4|switch|rotor|flicker|s1|g2,p4g7_062,0,99904c4c71c802f0,,True,False,,p4g7_062_c9,c9fill,957,99904c4c71c802f0,4|switch|rotor|flicker|s1|g2|mixed,42.15224317881897,0.0,42.15224317881897,True,True,False,,
1,initial_gen7_archive,4|grow|mobile|liquid|s1|g1,p3g5_003,0,a8588ddb13332b62,,True,False,,p3g5_003_c9,c9fill,957,a8588ddb13332b62,4|switch|mobile|liquid|s1|g1|structured,67.33665464169752,0.5239,67.33665464169752,True,True,False,,
1,initial_gen7_archive,3|grow|mobile|liquid|s2|g1,p6g1_023,0,b52d5d7da8ee6179,,True,False,,p6g1_023_c9,c9fill,957,b52d5d7da8ee6179,3|grow|mobile|liquid|s1|g1|structured,48.188593310787454,0.304,48.188593310787454,True,True,False,,
1,initial_gen7_archive,4|switch|mobile|liquid|s2|g1,p1g3_035,0,a065779eaf3df961,,True,False,,p1g3_035_s3,seed3,959,a065779eaf3df961,4|grow|rotor|liquid|s1|g1|structured,70.52708086831757,0.5626,67.67366469465405,True,True,False,,
1,initial_gen7_archive,2|grow|rotor|liquid|s1|g2,p2g4_062,0,37e5bf4d92c4be41,,True,False,,p2g4_062_c9,c9fill,957,37e5bf4d92c4be41,2|grow|rotor|liquid|s1|g2|structured,60.1178662728918,0.3921,60.1178662728918,True,True,False,,
1,initial_gen7_archive,2|grow|mobile|liquid|s1|g2,p2g4_053,0,8f894fb7b2f207f4,,True,False,,p2g4_053_c9,c9fill,957,8f894fb7b2f207f4,2|grow|mobile|liquid|s1|g2|structured,60.98367967916403,0.4385,60.98367967916403,True,True,False,,
1,initial_gen7_archive,2|grow|mobile|liquid|s2|g2,p2g2_038,0,ad835d9583d074b2,,True,False,,p2g2_038_c9,c9fill,957,ad835d9583d074b2,2|switch|mobile|liquid|s2|g2|structured,47.86555669194064,0.1835,47.86555669194064,True,True,False,,
1,initial_gen7_archive,4|switch|mobile|flicker|s1|g2,p2g2_070,0,3403b1a691db96ea,,True,False,,p2g2_070_c9,c9fill,957,3403b1a691db96ea,4|switch|mobile|flicker|s1|g2|mixed,42.575031366488766,0.0,42.575031366488766,True,True,False,,
1,initial_gen7_archive,3|switch|mobile|flicker|s1|g2,p4g1_018,0,bdeaaefe8a5b91e0,,True,False,,p4g1_018_c9,c9fill,957,bdeaaefe8a5b91e0,3|relaxation|mobile|flicker|s1|g2|mixed,45.0444318820136,0.0,45.0444318820136,True,True,False,,
1,initial_gen7_archive,4|grow|mobile|flicker|s1|g2,p2g4_030,0,ca21e100b2dea0c3,,True,False,,p2g4_030_c9,c9fill,957,ca21e100b2dea0c3,4|grow|mobile|liquid|s1|g2|mixed,53.11231218808038,0.244,53.11231218808038,True,True,False,,
1,initial_gen7_archive,2|grow|rotor|liquid|s2|g2,p6g5_025,0,c53633b366a18482,,True,False,,p6g5_025_c9,c9fill,957,c53633b366a18482,2|grow|rotor|liquid|s1|g2|structured,52.72101660272493,0.3774,52.72101660272493,True,True,False,,
1,initial_gen7_archive,3|oscillator|mobile|liquid|s1|g2,p6g10_024,0,2a7ac9f64d6ef179,,True,False,,p6g10_024_c9,c9fill,957,2a7ac9f64d6ef179,3|switch|mobile|liquid|s1|g2|structured,58.77213572931823,0.401,58.77213572931823,True,True,False,,
1,initial_gen7_archive,2|switch|rotor|flicker|s1|g2,p5g8_014,0,60fd1da794635589,,True,False,,p5g8_014_c9,c9fill,957,60fd1da794635589,2|switch|mobile|flicker|s1|g2|structured,61.765438551420125,0.5616,61.765438551420125,True,True,False,,
1,initial_gen7_archive,3|grow|mobile|liquid|s1|g1,p3g9_021,0,d2673ccaa565671c,,True,False,,p3g9_021_c9,c9fill,957,d2673ccaa565671c,3|grow|mobile|liquid|s1|g1|mixed,43.072608508217236,0.0,43.072608508217236,True,True,False,,
1,initial_gen7_archive,3|switch|rotor|flicker|s1|g2,p2g4_041,0,794646053eadd329,,True,False,,p2g4_041_c9,c9fill,957,794646053eadd329,2|switch|rotor|liquid|s1|g0|structured,47.17695819915626,0.4577,47.17695819915626,True,True,False,,
1,initial_gen7_archive,4|switch|rotor|liquid|s1|g1,p6g1_040,0,8e82b34b98815d51,,True,False,,p6g1_040_c9,c9fill,957,8e82b34b98815d51,4|switch|mobile|flicker|s1|g1|structured,64.08797949566262,0.5687,64.08797949566262,True,True,False,,
1,initial_gen7_archive,3|switch|mobile|liquid|s1|g1,p3g6_036,0,dc62120b0c212700,,True,False,,p3g6_036_c9,c9fill,957,dc62120b0c212700,3|switch|mobile|liquid|s1|g1|structured,39.00763743705523,0.0,39.00763743705523,True,True,False,,
1,initial_gen7_archive,3|grow|rotor|liquid|s2|g1,p4g7_003,0,0c6b5140622c9518,,True,False,,p4g7_003_c9,c9fill,957,0c6b5140622c9518,3|grow|rotor|liquid|s3|g1|structured,61.25741187916776,0.446,61.25741187916776,True,True,False,,
1,initial_gen7_archive,4|grow|rotor|flicker|s1|g2,p6g8_068,0,0ae569d76c7ad4e0,,True,False,,p6g8_068_c9,c9fill,957,0ae569d76c7ad4e0,4|switch|rotor|flicker|s1|g2|structured,53.20269932819489,0.3221,53.20269932819489,True,True,False,,
1,initial_gen7_archive,4|switch|mobile|liquid|s2|g0,p4g3_022,0,c12ecee8c627b141,,True,False,,p4g3_022_c9,c9fill,957,c12ecee8c627b141,4|switch|mobile|liquid|s1|g0|structured,53.61074136974207,0.42,53.61074136974207,True,True,False,,
1,initial_gen7_archive,3|grow|rotor|frozen|s1|g2,p0g0_ds2g11_009,0,bbe92b88e108906a,,True,False,,p0g0_ds2g11_009_c9,c9fill,957,bbe92b88e108906a,3|grow|rotor|liquid|s1|g2|structured,43.12422836690032,0.1336,43.12422836690032,True,True,False,,
1,initial_gen7_archive,4|oscillator|rotor|liquid|s1|g2,p5g5_010,0,53fda5eb68268f1f,,True,False,,p5g5_010_c9,c9fill,957,53fda5eb68268f1f,4|switch|rotor|liquid|s1|g2|structured,64.41262158814337,0.5402,64.41262158814337,True,True,False,,
1,initial_gen7_archive,3|switch|drift|flicker|s1|g2,p6g7_013,0,e65ef70dd49605a1,,True,False,,p6g7_013_c9,c9fill,957,e65ef70dd49605a1,3|switch|mobile|flicker|s1|g2|structured,59.25258612611718,0.4416,59.25258612611718,True,True,False,,
1,initial_gen7_archive,3|oscillator|drift|liquid|s2|g2,p3g6_070,0,0754aa976555d950,,True,False,,p3g6_070_c9,c9fill,957,0754aa976555d950,3|switch|mobile|liquid|s2|g2|structured,53.7047740759709,0.3719,53.7047740759709,True,True,False,,
1,initial_gen7_archive,3|grow|rotor|flicker|s2|g2,p2g6_031,0,84226d894db71e93,,True,False,,p2g6_031_c9,c9fill,957,84226d894db71e93,3|grow|mobile|liquid|s2|g2|mixed,52.5602313594771,0.3341,52.5602313594771,True,True,False,,
1,initial_gen7_archive,2|grow|mobile|liquid|s2|g1,p3g6_061,0,87da68345e8008fe,,True,False,,p3g6_061_c9,c9fill,957,87da68345e8008fe,2|grow|mobile|liquid|s1|g1|mixed,40.08037576272589,0.0,40.08037576272589,True,True,False,,
1,initial_gen7_archive,3|switch|drift|liquid|s1|g2,p4g4_018,0,c85255378879551c,,True,False,,p4g4_018_c9,c9fill,957,c85255378879551c,3|switch|drift|liquid|s1|g2|mixed,37.2901832639903,0.0,37.2901832639903,True,True,False,,
1,initial_gen7_archive,3|grow|mobile|liquid|s3|g0,p0g0_ds2g11_006,0,2dd6dbf38ed8f991,,True,False,,p0g0_ds2g11_006_c9,c9fill,957,2dd6dbf38ed8f991,3|grow|mobile|liquid|s1|g0|structured,54.100133373602304,0.4714,54.100133373602304,True,True,False,,
1,initial_gen7_archive,3|constant|rotor|flicker|s1|g2,p1g6_065,0,6ffe5602270e02e4,,True,False,,p1g6_065,screen,957,d760747f84c5546f,4|grow|rotor|liquid|s2|g2|structured,66.67181683147331,0.2139,57.615453465178646,False,False,False,,
1,initial_gen7_archive,3|grow|rotor|liquid|s1|g0,p2g2_023,0,18fb4a511bd5fd41,,True,False,,p2g2_023_c9,c9fill,957,18fb4a511bd5fd41,3|grow|mobile|liquid|s2|g0|structured,56.5548516432551,0.4339,56.5548516432551,True,True,False,,
