archive_owner_island,descriptor_key,key_axes,archive_cand,archive_gen,archive_recorded_origin_island,archive_ghash,archive_interest_raw,archive_C9,archive_C9_mode,reblend_marker,native_seed2_ok,native_seed3_ok,reblend_source_found,selected_cand,selected_phase,selected_seed,selected_ghash,selected_descriptor,selected_interest_raw,selected_C9,score_matches_historical_reblend,C9_matches_historical_reblend,same_ghash,same_model,same_descriptor,same_T_used,different_best_row_under_common_040,common040_best_cand,common040_best_phase
1,3|grow|rotor|liquid|s2|g2,6,p6g8_033,0,6,27a2960d05f47297,60.057474266161066,0.431,partial,0.4,True,False,True,p6g8_033_c9,c9fill,957,27a2960d05f47297,3|grow|rotor|liquid|s1|g2|structured,60.057474266161066,0.431,True,True,True,True,False,False,False,p6g8_033_c9,c9fill
1,4|grow|mobile|liquid|s3|g2,6,p3g9_022,0,3,9a815b4bb1db78ea,57.08225447850029,0.295,partial,0.4,False,False,True,p3g9_022_c9,c9fill,957,9a815b4bb1db78ea,4|grow|mobile|liquid|s2|g2|structured,57.08225447850029,0.295,True,True,True,True,False,False,False,p3g9_022_c9,c9fill
1,4|grow|rotor|liquid|s3|g2,6,p2g7_039,0,2,fa86cb8089d048d0,60.37324219635997,0.4165,partial,0.4,False,False,True,p2g7_039_c9,c9fill,957,fa86cb8089d048d0,4|grow|rotor|liquid|s1|g2|structured,60.37324219635997,0.4165,True,True,True,True,False,False,False,p2g7_039_c9,c9fill
1,3|switch|rotor|liquid|s2|g2,6,p6g7_028,0,6,99843d9cd96588d6,57.74913940238972,0.3106,partial,0.4,True,False,True,p6g7_028_c9,c9fill,957,99843d9cd96588d6,3|switch|mobile|liquid|s2|g2|structured,57.74913940238972,0.3106,True,True,True,True,False,False,False,p6g7_028_c9,c9fill
1,3|grow|mobile|liquid|s2|g2,6,p6g9_021,0,6,b310fbfc5cac334e,57.31503896872498,0.2258,partial,0.4,True,False,True,p6g9_021_c9,c9fill,957,b310fbfc5cac334e,3|grow|mobile|liquid|s2|g2|structured,57.31503896872498,0.2258,True,True,True,True,False,True,False,p6g9_021_c9,c9fill
1,3|switch|mobile|liquid|s2|g2,6,p6g5_026,0,6,ead25ce87e4b853d,64.76800610456174,0.3102,partial,0.4,True,False,True,p6g5_026_c9,c9fill,957,ead25ce87e4b853d,3|switch|rotor|liquid|s2|g2|structured,64.76800610456174,0.3102,True,True,True,True,False,True,False,p6g5_026_c9,c9fill
1,4|grow|mobile|liquid|s3|g1,6,p3g6_032,0,3,3e9e387b61a8cb22,53.4934417075938,0.3719,partial,0.4,True,False,True,p3g6_032_c9,c9fill,957,3e9e387b61a8cb22,4|grow|mobile|liquid|s1|g1|structured,53.4934417075938,0.3719,True,True,True,True,False,False,False,p3g6_032_c9,c9fill
1,3|grow|rotor|liquid|s3|g2,6,p2g6_020,0,2,489530b94bd868b0,61.04908046244286,0.375,partial,0.4,True,False,True,p2g6_020_c9,c9fill,957,489530b94bd868b0,3|grow|rotor|liquid|s2|g2|structured,61.04908046244286,0.375,True,True,True,True,False,False,False,p2g6_020_c9,c9fill
1,4|grow|mobile|liquid|s2|g1,6,p1g7_025,0,1,07854843ba8e93b1,65.91275809127973,0.4729,partial,0.4,False,False,True,p1g7_025,screen,957,de1b14c1d5bc2426,3|grow|rotor|liquid|s2|g2|structured,70.56844761409967,0.4729,True,True,False,False,False,True,False,p1g7_025,screen
1,4|switch|mobile|liquid|s3|g2,6,p5g3_040,0,5,dabace1997467b68,70.51180784559884,0.5265,partial,0.4,True,True,True,p5g3_040_c9,c9fill,957,dabace1997467b68,4|switch|rotor|liquid|s1|g2|structured,70.51180784559884,0.5265,True,True,True,True,False,False,False,p5g3_040_c9,c9fill
1,4|switch|rotor|liquid|s1|g2,6,p1g7_030,0,1,d2ee337cb598d2ef,53.4934417075938,0.3719,partial,0.4,False,False,True,p1g7_030,screen,957,3e9e387b61a8cb22,4|grow|mobile|liquid|s1|g1|structured,57.56930213449225,0.3719,True,True,False,False,False,False,False,p1g7_030,screen
1,4|grow|mobile|liquid|s2|g2,6,p5g7_040,0,5,83b42c8f4ca19485,68.85298716183334,0.4685,partial,0.4,False,False,True,p5g7_040_c9,c9fill,957,83b42c8f4ca19485,4|grow|mobile|liquid|s1|g2|structured,68.85298716183334,0.4685,True,True,True,True,False,True,False,p5g7_040_c9,c9fill
1,4|grow|rotor|liquid|s3|g1,6,p4g3_033,0,4,4ca14697d3781ef6,66.43169681078231,0.4323,partial,0.4,True,True,True,p4g3_033_c9,c9fill,957,4ca14697d3781ef6,4|grow|rotor|liquid|s3|g1|structured,66.43169681078231,0.4323,True,True,True,True,False,False,False,p4g3_033_c9,c9fill
1,3|grow|mobile|liquid|s3|g2,6,p3g9_020,0,3,4b6edf7bed2ff135,69.29210541029907,0.5103,partial,0.4,False,False,True,p3g9_020_c9,c9fill,957,4b6edf7bed2ff135,3|grow|mobile|liquid|s3|g2|structured,69.29210541029907,0.5103,True,True,True,True,False,True,False,p3g9_020_c9,c9fill
1,3|grow|rotor|liquid|s1|g2,6,p6g7_035,0,6,b3ca2cf65a12bd89,64.90869333661456,0.5298,partial,0.4,True,False,True,p6g7_035_c9,c9fill,957,b3ca2cf65a12bd89,3|switch|rotor|liquid|s2|g2|structured,64.90869333661456,0.5298,True,True,True,True,False,False,False,p6g7_035_c9,c9fill
1,4|grow|mobile|liquid|s1|g2,6,p3g3_038,0,3,0c49060d9652323f,70.79668978096745,0.5996,partial,0.4,False,False,True,p3g3_038_c9,c9fill,957,0c49060d9652323f,4|grow|mobile|liquid|s1|g2|structured,70.79668978096745,0.5996,True,True,True,True,False,True,False,p3g3_038_c9,c9fill
1,4|switch|rotor|liquid|s2|g2,6,p4g2_044,0,4,173f84b80256caeb,45.36718901841022,0.0,partial,0.4,True,True,True,p4g2_044_c9,c9fill,957,173f84b80256caeb,4|grow|mobile|liquid|s1|g2|mixed,45.36718901841022,0.0,True,True,True,True,False,False,False,p4g2_044_c9,c9fill
1,4|grow|rotor|liquid|s2|g2,6,p1g2_020,0,1,07440dda3d77d9a9,41.27436612270917,0.251,partial,0.4,False,False,True,p1g2_020_s2,seed2,958,94568c24e2971139,3|oscillator|drift|liquid|s1|g2|structured,45.31795765338646,0.251,True,True,False,False,False,False,False,p1g2_020_s2,seed2
1,4|switch|mobile|liquid|s1|g2,6,p6g6_032,0,6,e85f4b309db0d245,69.3955352498653,0.5256,partial,0.4,True,False,True,p6g6_032_c9,c9fill,957,e85f4b309db0d245,4|switch|mobile|liquid|s1|g2|structured,69.3955352498653,0.5256,True,True,True,True,False,True,False,p6g6_032_c9,c9fill
1,4|grow|rotor|liquid|s1|g2,6,p6g8_020,0,6,3f6f5093e8b0e1db,62.590408031856974,0.49,partial,0.4,True,False,True,p6g8_020_c9,c9fill,957,3f6f5093e8b0e1db,4|switch|rotor|liquid|s1|g2|structured,62.590408031856974,0.49,True,True,True,True,False,False,False,p6g8_020_c9,c9fill
1,4|switch|mobile|liquid|s2|g2,6,p3g7_046,0,3,3a2135c4e6a392e2,47.43250500749111,0.0,partial,0.4,True,False,True,p3g7_046_c9,c9fill,957,3a2135c4e6a392e2,4|grow|rotor|liquid|s2|g2|mixed,47.43250500749111,0.0,True,True,True,True,False,True,False,p3g7_046_c9,c9fill
1,4|grow|rotor|flicker|s3|g2,6,p2g3_073,0,2,6da2f3231522e927,55.34319346713424,0.2162,partial,0.4,True,True,True,p2g3_073_c9,c9fill,957,6da2f3231522e927,4|grow|mobile|flicker|s3|g2|mixed,55.34319346713424,0.2162,True,True,True,True,False,False,False,p2g3_073_c9,c9fill
1,3|grow|mobile|liquid|s1|g2,6,p6g2_039,0,6,7019b4263417a389,58.54470005677156,0.346,partial,0.4,True,False,True,p6g2_039_c9,c9fill,957,7019b4263417a389,3|switch|mobile|liquid|s1|g2|structured,58.54470005677156,0.346,True,True,True,True,False,False,False,p6g2_039_c9,c9fill
1,3|grow|mobile|liquid|s3|g1,6,p4g5_040,0,4,66a64dfb975fcdc6,50.24011939559091,0.3101,partial,0.4,False,False,True,p4g5_040_c9,c9fill,957,66a64dfb975fcdc6,3|grow|mobile|liquid|s1|g1|structured,50.24011939559091,0.3101,True,True,True,True,False,False,False,p4g5_040_c9,c9fill
1,4|grow|drift|liquid|s2|g2,6,p2g1_040,0,2,eef1806b5f1e0089,49.64887038912887,0.2788,partial,0.4,True,True,True,p2g1_040_c9,c9fill,957,eef1806b5f1e0089,3|grow|mobile|liquid|s2|g2|structured,49.64887038912887,0.2788,True,True,True,True,False,False,False,p2g1_040_c9,c9fill
1,4|grow|rotor|liquid|s2|g1,6,p1g7_032,0,1,f0c0d4119fa77126,61.065172052697775,0.5278,partial,0.4,False,False,True,p1g7_032,screen,957,53ba29b19dcd90c2,3|switch|rotor|liquid|s1|g2|structured,63.13646506587222,0.5278,True,True,False,False,False,True,False,p1g7_032,screen
1,4|switch|mobile|liquid|s1|g1,6,p6g3_033,0,6,45d84b9a9c2d5329,64.56198883465801,0.6393,partial,0.4,True,False,True,p6g3_033_c9,c9fill,957,45d84b9a9c2d5329,4|switch|mobile|liquid|s1|g1|structured,64.56198883465801,0.6393,True,True,True,True,False,False,False,p6g3_033_c9,c9fill
1,3|switch|mobile|liquid|s1|g2,6,p3g7_014,0,3,bb89c8e401f4f69a,60.14176949413577,0.5689,partial,0.4,True,False,True,p3g7_014_c9,c9fill,957,bb89c8e401f4f69a,3|oscillator|mobile|liquid|s1|g2|structured,60.14176949413577,0.5689,True,True,True,True,False,False,False,p3g7_014_c9,c9fill
1,4|grow|mobile|flicker|s2|g2,6,p2g5_023,0,2,84ec665a3a51196b,52.0053900191002,0.189,partial,0.4,False,False,True,p2g5_023_c9,c9fill,957,84ec665a3a51196b,4|grow|mobile|flicker|s2|g2|mixed,52.0053900191002,0.189,True,True,True,True,False,False,False,p2g5_023_c9,c9fill
1,3|switch|rotor|liquid|s1|g2,6,p3g8_042,0,3,669ecc8e806a412c,57.756974563647674,0.4488,partial,0.4,True,False,True,p3g8_042_c9,c9fill,957,669ecc8e806a412c,3|grow|mobile|liquid|s1|g2|structured,57.756974563647674,0.4488,True,True,True,True,False,False,False,p3g8_042_c9,c9fill
1,4|grow|rotor|flicker|s2|g2,6,p6g4_021,0,6,f1d619e4608e8429,64.58237487018637,0.4944,partial,0.4,False,False,True,p6g4_021_c9,c9fill,957,f1d619e4608e8429,4|grow|mobile|liquid|s1|g2|structured,64.58237487018637,0.4944,True,True,True,True,False,False,False,p6g4_021_c9,c9fill
1,4|grow|mobile|liquid|s3|g0,6,p6g2_022,0,6,4822df84bbe8edf6,68.3576392821715,0.5982,partial,0.4,True,False,True,p6g2_022_c9,c9fill,957,4822df84bbe8edf6,4|grow|rotor|liquid|s2|g0|structured,68.3576392821715,0.5982,True,True,True,True,False,True,False,p6g2_022_c9,c9fill
1,4|grow|drift|liquid|s1|g2,6,p2g4_020,0,2,36456c27fa9e9db9,49.242756211953505,0.2713,partial,0.4,True,True,True,p2g4_020_c9,c9fill,957,36456c27fa9e9db9,3|grow|mobile|liquid|s2|g2|structured,49.242756211953505,0.2713,True,True,True,True,False,False,False,p2g4_020_c9,c9fill
1,4|grow|rotor|liquid|s1|g1,6,p3g7_015,0,3,b6669fc876a2db67,61.14055172755743,0.4313,partial,0.4,True,False,True,p3g7_015_c9,c9fill,957,b6669fc876a2db67,4|grow|rotor|liquid|s1|g1|structured,61.14055172755743,0.4313,True,True,True,True,False,False,False,p3g7_015_c9,c9fill
1,4|constant|rotor|liquid|s1|g2,6,p6g7_067,0,6,070d384c430a8e0f,65.35438205930618,0.586,partial,0.4,True,False,True,p6g7_067_c9,c9fill,957,070d384c430a8e0f,4|constant|rotor|liquid|s1|g2|structured,65.35438205930618,0.586,True,True,True,True,False,True,False,p6g7_067_c9,c9fill
1,4|switch|rotor|flicker|s1|g2,6,p4g7_062,0,4,99904c4c71c802f0,42.15224317881897,0.0,partial,0.4,True,False,True,p4g7_062_c9,c9fill,957,99904c4c71c802f0,4|switch|rotor|flicker|s1|g2|mixed,42.15224317881897,0.0,True,True,True,True,False,True,False,p4g7_062_c9,c9fill
1,4|grow|mobile|liquid|s1|g1,6,p3g5_003,0,3,a8588ddb13332b62,67.33665464169752,0.5239,partial,0.4,True,False,True,p3g5_003_c9,c9fill,957,a8588ddb13332b62,4|switch|mobile|liquid|s1|g1|structured,67.33665464169752,0.5239,True,True,True,True,False,True,False,p3g5_003_c9,c9fill
1,3|grow|mobile|liquid|s2|g1,6,p6g1_023,0,6,b52d5d7da8ee6179,48.188593310787454,0.304,partial,0.4,True,True,True,p6g1_023_c9,c9fill,957,b52d5d7da8ee6179,3|grow|mobile|liquid|s1|g1|structured,48.188593310787454,0.304,True,True,True,True,False,True,False,p6g1_023_c9,c9fill
1,4|switch|mobile|liquid|s2|g1,6,p1g3_035,0,1,a065779eaf3df961,67.67366469465405,0.5626,partial,0.4,True,True,True,p1g3_035_s3,seed3,959,a065779eaf3df961,4|grow|rotor|liquid|s1|g1|structured,70.52708086831757,0.5626,True,True,True,True,False,False,False,p1g3_035_s3,seed3
1,2|grow|rotor|liquid|s1|g2,6,p2g4_062,0,2,37e5bf4d92c4be41,60.1178662728918,0.3921,partial,0.4,True,False,True,p2g4_062_c9,c9fill,957,37e5bf4d92c4be41,2|grow|rotor|liquid|s1|g2|structured,60.1178662728918,0.3921,True,True,True,True,False,True,False,p2g4_062_c9,c9fill
1,2|grow|mobile|liquid|s1|g2,6,p2g4_053,0,2,8f894fb7b2f207f4,60.98367967916403,0.4385,partial,0.4,True,True,True,p2g4_053_c9,c9fill,957,8f894fb7b2f207f4,2|grow|mobile|liquid|s1|g2|structured,60.98367967916403,0.4385,True,True,True,True,False,False,False,p2g4_053_c9,c9fill
1,2|grow|mobile|liquid|s2|g2,6,p2g2_038,0,2,ad835d9583d074b2,47.86555669194064,0.1835,partial,0.4,True,True,True,p2g2_038_c9,c9fill,957,ad835d9583d074b2,2|switch|mobile|liquid|s2|g2|structured,47.86555669194064,0.1835,True,True,True,True,False,False,False,p2g2_038_c9,c9fill
1,4|switch|mobile|flicker|s1|g2,6,p2g2_070,0,2,3403b1a691db96ea,42.575031366488766,0.0,partial,0.4,True,True,True,p2g2_070_c9,c9fill,957,3403b1a691db96ea,4|switch|mobile|flicker|s1|g2|mixed,42.575031366488766,0.0,True,True,True,True,False,False,False,p2g2_070_c9,c9fill
1,3|switch|mobile|flicker|s1|g2,6,p4g1_018,0,4,bdeaaefe8a5b91e0,45.0444318820136,0.0,partial,0.4,True,True,True,p4g1_018_c9,c9fill,957,bdeaaefe8a5b91e0,3|relaxation|mobile|flicker|s1|g2|mixed,45.0444318820136,0.0,True,True,True,True,False,True,False,p4g1_018_c9,c9fill
1,4|grow|mobile|flicker|s1|g2,6,p2g4_030,0,2,ca21e100b2dea0c3,53.11231218808038,0.244,partial,0.4,True,True,True,p2g4_030_c9,c9fill,957,ca21e100b2dea0c3,4|grow|mobile|liquid|s1|g2|mixed,53.11231218808038,0.244,True,True,True,True,False,False,False,p2g4_030_c9,c9fill
1,2|grow|rotor|liquid|s2|g2,6,p6g5_025,0,6,c53633b366a18482,52.72101660272493,0.3774,partial,0.4,True,False,True,p6g5_025_c9,c9fill,957,c53633b366a18482,2|grow|rotor|liquid|s1|g2|structured,52.72101660272493,0.3774,True,True,True,True,False,False,False,p6g5_025_c9,c9fill
1,3|oscillator|mobile|liquid|s1|g2,6,p6g10_024,0,6,2a7ac9f64d6ef179,58.77213572931823,0.401,partial,0.4,False,False,True,p6g10_024_c9,c9fill,957,2a7ac9f64d6ef179,3|switch|mobile|liquid|s1|g2|structured,58.77213572931823,0.401,True,True,True,True,False,True,False,p6g10_024_c9,c9fill
1,2|switch|rotor|flicker|s1|g2,6,p5g8_014,0,5,60fd1da794635589,61.765438551420125,0.5616,partial,0.4,False,False,True,p5g8_014_c9,c9fill,957,60fd1da794635589,2|switch|mobile|flicker|s1|g2|structured,61.765438551420125,0.5616,True,True,True,True,False,True,False,p5g8_014_c9,c9fill
1,3|grow|mobile|liquid|s1|g1,6,p3g9_021,0,3,d2673ccaa565671c,43.072608508217236,0.0,partial,0.4,False,False,True,p3g9_021_c9,c9fill,957,d2673ccaa565671c,3|grow|mobile|liquid|s1|g1|mixed,43.072608508217236,0.0,True,True,True,True,False,True,False,p3g9_021_c9,c9fill
1,3|switch|rotor|flicker|s1|g2,6,p2g4_041,0,2,794646053eadd329,47.17695819915626,0.4577,partial,0.4,True,False,True,p2g4_041_c9,c9fill,957,794646053eadd329,2|switch|rotor|liquid|s1|g0|structured,47.17695819915626,0.4577,True,True,True,True,False,True,False,p2g4_041_c9,c9fill
1,4|switch|rotor|liquid|s1|g1,6,p6g1_040,0,6,8e82b34b98815d51,64.08797949566262,0.5687,partial,0.4,True,True,True,p6g1_040_c9,c9fill,957,8e82b34b98815d51,4|switch|mobile|flicker|s1|g1|structured,64.08797949566262,0.5687,True,True,True,True,False,True,False,p6g1_040_c9,c9fill
1,3|switch|mobile|liquid|s1|g1,6,p3g6_036,0,3,dc62120b0c212700,39.00763743705523,0.0,partial,0.4,True,False,True,p3g6_036_c9,c9fill,957,dc62120b0c212700,3|switch|mobile|liquid|s1|g1|structured,39.00763743705523,0.0,True,True,True,True,False,False,False,p3g6_036_c9,c9fill
1,3|grow|rotor|liquid|s2|g1,6,p4g7_003,0,4,0c6b5140622c9518,61.25741187916776,0.446,partial,0.4,True,False,True,p4g7_003_c9,c9fill,957,0c6b5140622c9518,3|grow|rotor|liquid|s3|g1|structured,61.25741187916776,0.446,True,True,True,True,False,True,False,p4g7_003_c9,c9fill
1,4|grow|rotor|flicker|s1|g2,6,p6g8_068,0,6,0ae569d76c7ad4e0,53.20269932819489,0.3221,partial,0.4,True,False,True,p6g8_068_c9,c9fill,957,0ae569d76c7ad4e0,4|switch|rotor|flicker|s1|g2|structured,53.20269932819489,0.3221,True,True,True,True,False,True,False,p6g8_068_c9,c9fill
1,4|switch|mobile|liquid|s2|g0,6,p4g3_022,0,4,c12ecee8c627b141,53.61074136974207,0.42,partial,0.4,True,True,True,p4g3_022_c9,c9fill,957,c12ecee8c627b141,4|switch|mobile|liquid|s1|g0|structured,53.61074136974207,0.42,True,True,True,True,False,False,False,p4g3_022_c9,c9fill
1,3|grow|rotor|frozen|s1|g2,6,p0g0_ds2g11_009,0,0,bbe92b88e108906a,43.12422836690032,0.1336,partial,0.4,True,True,True,p0g0_ds2g11_009_c9,c9fill,957,bbe92b88e108906a,3|grow|rotor|liquid|s1|g2|structured,43.12422836690032,0.1336,True,True,True,True,False,False,False,p0g0_ds2g11_009_c9,c9fill
1,4|oscillator|rotor|liquid|s1|g2,6,p5g5_010,0,5,53fda5eb68268f1f,64.41262158814337,0.5402,partial,0.4,True,True,True,p5g5_010_c9,c9fill,957,53fda5eb68268f1f,4|switch|rotor|liquid|s1|g2|structured,64.41262158814337,0.5402,True,True,True,True,False,True,False,p5g5_010_c9,c9fill
1,3|switch|drift|flicker|s1|g2,6,p6g7_013,0,6,e65ef70dd49605a1,59.25258612611718,0.4416,partial,0.4,True,False,True,p6g7_013_c9,c9fill,957,e65ef70dd49605a1,3|switch|mobile|flicker|s1|g2|structured,59.25258612611718,0.4416,True,True,True,True,False,False,False,p6g7_013_c9,c9fill
1,3|oscillator|drift|liquid|s2|g2,6,p3g6_070,0,3,0754aa976555d950,53.7047740759709,0.3719,partial,0.4,True,False,True,p3g6_070_c9,c9fill,957,0754aa976555d950,3|switch|mobile|liquid|s2|g2|structured,53.7047740759709,0.3719,True,True,True,True,False,False,False,p3g6_070_c9,c9fill
1,3|grow|rotor|flicker|s2|g2,6,p2g6_031,0,2,84226d894db71e93,52.5602313594771,0.3341,partial,0.4,True,False,True,p2g6_031_c9,c9fill,957,84226d894db71e93,3|grow|mobile|liquid|s2|g2|mixed,52.5602313594771,0.3341,True,True,True,True,False,False,False,p2g6_031_c9,c9fill
1,2|grow|mobile|liquid|s2|g1,6,p3g6_061,0,3,87da68345e8008fe,40.08037576272589,0.0,partial,0.4,True,False,True,p3g6_061_c9,c9fill,957,87da68345e8008fe,2|grow|mobile|liquid|s1|g1|mixed,40.08037576272589,0.0,True,True,True,True,False,False,False,p3g6_061_c9,c9fill
