island,cand,gen,op,parents,ghash,screen_status,screen_C9_mode,screen_C9,screen_interest_raw,screen_interest_v2,screen_descriptor_bin,selected_declared,selected_valid,declared_pair,valid_pair,invalid_confirmation_rows,unique_assayed_seeds,three_seed_C9_min,seed2_cand,seed2_status,seed2_C9,seed2_interest_raw,seed2_interest_v2,seed3_cand,seed3_status,seed3_C9,seed3_interest_raw,seed3_interest_v2,screen_qualifies_025,screen_common_I025,any_seed_qualifies_025,any_confirmed_025,screen_plus_any_confirmed_025,robust_three_seeds_025,robust_partial_only_025,three_seed_common_I025_min,screen_qualifies_040,screen_common_I040,any_seed_qualifies_040,any_confirmed_040,screen_plus_any_confirmed_040,robust_three_seeds_040,robust_partial_only_040,three_seed_common_I040_min
1,p1g1_050,1,merge_spatial_ic,"[""p6g8_033"",""p1g7_023""]",27a2960d05f47297,ok,full,0.3831,66.492,75.88545184945205,3|grow|rotor|liquid|s2|g2|economy,True,True,True,True,0,3,0.3831,p1g1_050_s2,ok,0.4927,74.44386120393403,82.83514827191205,p1g1_050_s3,ok,0.4812,67.64092594518186,74.14790126024248,False,66.49158888708904,True,True,False,False,False,66.49158888708904,False,60.85527110967123,True,True,False,False,False,60.85527110967123
1,p1g1_053,1,merge_spatial_ic,"[""p6g8_033"",""p1g6_065""]",27a2960d05f47297,ok,full,0.4343,70.754,79.86231072870812,3|switch|rotor|liquid|s2|g2|economy,True,True,True,True,0,3,0.2905,p1g1_053_s2,ok,0.5021,73.64763423724462,81.46017898299283,p1g1_053_s3,ok,0.2905,70.59596837760175,84.444624503469,True,70.7542330465311,True,True,True,False,False,70.59596837760175,True,65.28938643722486,True,True,True,False,False,62.286774702081395
1,p1g1_023,1,mint_bilin,"[""p3g9_021""]",7b4ed6d7108a4117,ok,partial,0.0,46.22017002520097,61.62689336693463,3|grow|rotor|liquid|s1|g1|mixed,True,True,True,True,0,3,0.0,p1g1_023_s2,ok,0.0,47.20782475043028,62.943766333907035,p1g1_023_s3,ok,0.0,48.80901208692787,65.0786827825705,False,46.22017002520097,False,False,False,False,False,46.22017002520097,False,36.97613602016078,False,False,False,False,False,36.97613602016078
1,p1g1_000,1,mutate,"[""p5g8_014""]",eff7c27b589e665a,ok,partial,0.4985,61.80550195917352,65.79066927889802,2|switch|mobile|liquid|s1|g2|structured,True,True,True,True,0,3,0.4985,p1g1_000_s2,ok,0.5194,61.31086529444748,64.4344870592633,p1g1_000_s3,ok,0.5109,61.373931462142956,64.8019086161906,True,61.80550195917352,True,True,True,True,True,61.31086529444748,False,59.414401567338814,False,False,False,False,False,59.31714516971436
1,p1g1_033,1,add_chan,"[""p6g8_033""]",b9ac81d28b0cd0fd,ok,partial,0.3467,64.5398668669337,74.4964891559116,3|switch|mobile|liquid|s1|g2|structured,True,True,False,False,0,2,,p1g1_033_s2,ok,0.515,71.49762368702167,78.16349824936223,,,,,,False,64.5398668669337,True,True,False,False,False,,False,58.565893493546966,True,True,False,False,False,
1,p1g1_034,1,add_chan,"[""p6g6_032""]",32499a10a18c9523,ok,partial,0.0,46.163405997839405,61.55120799711921,3|grow|mobile|liquid|s1|g2|mixed,True,True,True,True,0,3,0.0,p1g1_034_s2,ok,0.0,48.96147651686658,65.28196868915545,p1g1_034_s3,ok,0.0,50.06991072257921,66.75988096343895,False,46.163405997839405,False,False,False,False,False,46.163405997839405,False,36.93072479827152,False,False,False,False,False,36.93072479827152
1,p1g1_037,1,add_chan,"[""p6g9_021""]",f003a6f1e11f732d,ok,partial,0.4149,71.44183588081557,81.42578117442076,3|grow|rotor|liquid|s2|g2|structured,True,True,True,True,0,3,0.3901,p1g1_037_s2,ok,0.4359,71.65425890045111,81.00901186726814,p1g1_037_s3,ok,0.3901,64.66488911135234,73.21651881513645,True,71.44183588081557,True,True,True,False,False,64.66488911135234,True,65.45146870465246,True,True,True,False,False,59.53391128908187
1,p1g1_038,1,add_chan,"[""p1g7_025""]",bbef031462d40825,ok,partial,0.4603,75.20083272038946,84.92444362718594,3|grow|mobile|liquid|s3|g2|structured,True,True,True,True,0,3,0.4603,p1g1_038_s2,ok,0.5408,74.87745530391354,81.80994040521806,p1g1_038_s3,ok,0.5762,77.27410664015972,83.82547552021295,True,75.20083272038946,True,True,True,True,True,74.87745530391354,True,69.36666617631155,True,True,True,True,True,69.36666617631155
1,p1g1_040,1,dup_act,"[""p6g8_033""]",7d0d19df4c7eeacc,ok,partial,0.0,22.924896462903547,30.56652861720473,2|constant|still|frozen|s1|g2|mixed,True,True,True,True,0,3,0.0,p1g1_040_s2,ok,0.0,27.158509164736515,36.21134555298202,p1g1_040_s3,ok,0.0,22.53293576507358,30.043914353431443,False,22.924896462903547,False,False,False,False,False,22.53293576507358,False,18.33991717032284,False,False,False,False,False,18.026348612058865
1,p1g1_042,1,dup_act,"[""p6g9_021""]",3a2b578dfa7e9d98,ok,partial,0.3262,66.54434007103005,77.85245342804006,4|switch|rotor|liquid|s2|g2|structured,True,True,False,False,0,2,,p1g1_042_s2,ok,0.3389,64.51435715630292,74.72247620840389,,,,,,False,66.54434007103005,False,False,False,False,False,,False,59.75947205682404,False,False,False,False,False,
1,p1g1_046,1,dup_act,"[""p6g9_038""]",7301e1a7983770c7,ok,partial,0.0,46.31445796519477,61.752610620259695,3|grow|mobile|liquid|s2|g2|mixed,True,True,True,True,0,3,0.0,p1g1_046_s2,ok,0.0,41.34782817933181,55.13043757244242,p1g1_046_s3,ok,0.0,42.20029269403807,56.2670569253841,False,46.31445796519477,False,False,False,False,False,41.34782817933181,False,37.05156637215582,False,False,False,False,False,33.07826254346545
1,p1g1_047,1,dup_act,"[""p3g6_070""]",1c0f1ce2326ebcb9,ok,partial,0.4259,46.67205441816539,48.032739224220514,3|oscillator|mobile|liquid|s1|g2|structured,True,True,True,True,0,3,0.4169,p1g1_047_s2,ok,0.427,50.79792134400484,53.49722845867313,p1g1_047_s3,ok,0.4169,47.24109125113847,49.091455001517964,False,46.67205441816539,False,False,False,False,False,46.67205441816539,False,45.855643534532305,False,False,False,False,False,45.855643534532305
1,p1g1_056,1,merge_cross_edge,"[""p6g5_025"",""ref_M0""]",f91b186045b805f2,ok,partial,0.2769,61.134159482911485,72.28221264388198,3|grow|rotor|liquid|s1|g2|structured,True,True,True,True,0,3,0.2511,p1g1_056_s2,ok,0.2828,58.948589118532276,69.17145215804304,p1g1_056_s3,ok,0.2511,54.909576613931165,64.84276881857488,False,61.134159482911485,False,False,False,False,False,54.909576613931165,False,54.445327586329185,False,False,False,False,False,48.949661291144935
1,p1g1_057,1,merge_cross_edge,"[""p4g4_018"",""ref_M0""]",4a42745ad3d3ccaf,ok,partial,0.1041,51.923671083930216,65.76156144524029,4|switch|drift|liquid|s1|g2|mixed,True,True,True,True,0,3,0.0,p1g1_057_s2,ok,0.0,48.74662224995929,64.99549633327905,p1g1_057_s3,ok,0.0987,51.029659801914384,64.74954640255251,False,51.923671083930216,False,False,False,False,False,48.74662224995929,False,43.620936867144174,False,False,False,False,False,38.99729779996743
1,p1g1_058,1,merge_cross_edge,"[""p2g6_020"",""ref_iso_d0.65""]",51eb3386878ba871,ok,partial,0.4646,73.28327373214503,82.22436497619339,4|grow|rotor|liquid|s2|g2|structured,True,True,True,True,0,3,0.3931,p1g1_058_s2,ok,0.3931,73.83658871089338,85.3454516145245,p1g1_058_s3,ok,0.4734,69.93883967229819,77.47178622973092,True,73.28327373214503,True,True,True,False,False,69.93883967229819,True,67.91861898571602,True,True,True,False,False,65.41907173783855
1,p1g1_061,1,merge_cross_edge,"[""p4g4_018"",""blk_engine_10748""]",b8845a421c6e979f,ok,partial,0.356,60.63741008014646,68.98321344019529,4|switch|mobile|flicker|s1|g2|mixed,True,True,True,True,0,3,0.356,p1g1_061_s2,ok,0.4106,61.52847959103393,68.35130612137857,p1g1_061_s3,ok,0.4001,61.10033236445173,68.13044315260231,False,60.63741008014646,True,True,False,False,False,60.63741008014646,False,55.629928064117166,False,False,False,False,False,55.629928064117166
1,p1g1_062,1,merge_cross_edge,"[""p2g6_020"",""ref_iso_d0.75""]",29340105c3bc9872,ok,partial,0.3802,62.73249582383447,70.9699944317793,4|grow|mobile|liquid|s1|g2|structured,True,True,False,False,0,2,,p1g1_062_s2,ok,0.3641,62.76449567755762,71.54932757007683,,,,,,False,62.73249582383447,False,False,False,False,False,,False,57.789996659067576,False,False,False,False,False,
1,p1g1_063,1,merge_cross_edge,"[""p2g6_020"",""ref_iso_d0.65""]",b3ba1e0841ea195f,ok,partial,0.3694,73.81142018013992,86.10189357351989,4|grow|mobile|liquid|s3|g2|structured,True,True,True,True,0,3,0.3694,p1g1_063_s2,ok,0.4123,74.28684467628713,85.30579290171617,p1g1_063_s3,ok,0.4861,76.98650427077669,86.44533902770226,False,73.81142018013992,True,True,False,False,False,73.81142018013992,False,66.43713614411193,True,True,False,False,False,66.43713614411193
1,p1g1_064,1,merge_cross_edge,"[""p4g4_018"",""ref_iso_d0.75""]",82d50700e07f9b60,ok,partial,0.0,45.43721273793487,60.5829503172465,4|switch|drift|flicker|s1|g2|mixed,True,True,True,True,0,3,0.0,p1g1_064_s2,ok,0.0,37.26112177980006,49.68149570640008,p1g1_064_s3,ok,0.0,38.810689151743645,51.74758553565819,False,45.43721273793487,False,False,False,False,False,37.26112177980006,False,36.3497701903479,False,False,False,False,False,29.808897423840044
1,p1g1_065,1,merge_cross_edge,"[""p2g6_020"",""blk_engine_10748""]",d209216dd7966617,ok,partial,0.4299,62.75229912955213,69.33973217273616,4|switch|rotor|liquid|s1|g2|structured,True,True,False,False,0,2,,p1g1_065_s2,ok,0.4315,65.33290641720662,72.72720855627549,,,,,,True,62.75229912955213,True,True,True,False,False,,False,58.799839303641704,True,True,False,False,False,
1,p1g1_067,1,merge_cross_edge,"[""p2g6_020"",""ref_iso_d0.65""]",d6c91176760200ff,ok,partial,0.4771,66.47437693249145,72.72916924332193,4|switch|rotor|liquid|s1|g2|structured,True,True,True,True,0,3,0.3722,p1g1_067_s2,ok,0.3722,69.15242545668255,79.79656727557675,p1g1_067_s3,ok,0.4506,68.04502380540998,75.70669840721331,True,66.47437693249145,True,True,True,False,False,66.47437693249145,True,62.72150154599316,True,True,True,False,False,62.72150154599316
1,p1g1_068,1,merge_cross_edge,"[""p2g6_020"",""blk_engine_10748""]",1b3ba2943fe69b74,ok,partial,0.1071,54.0306378745258,68.47085049936773,4|switch|mobile|liquid|s1|g2|mixed,True,True,True,True,0,3,0.1071,p1g1_068_s2,ok,0.2062,61.07425473060605,74.55900630747473,p1g1_068_s3,ok,0.1293,58.69587649935342,73.95116866580456,False,54.0306378745258,False,False,False,False,False,54.0306378745258,False,45.366510299620636,False,False,False,False,False,45.366510299620636
1,p1g1_070,1,merge_cross_edge,"[""p2g6_020"",""ref_iso_d0.65""]",00867338b43b9f4b,ok,partial,0.5764,69.17740686359016,73.02320915145356,4|switch|rotor|liquid|s2|g2|structured,True,True,False,False,0,2,,p1g1_070_s2,ok,0.5715,72.5723823663599,77.71317648847987,,,,,,True,69.17740686359016,True,True,True,False,False,,True,66.86992549087213,True,True,True,False,False,
1,p1g1_071,1,merge_cross_edge,"[""p2g6_020"",""ref_iso_d0.65""]",85e855aa651a4c0f,ok,partial,0.3146,61.175532315159174,71.08070975354556,4|switch|rotor|liquid|s1|g2|structured,False,False,False,False,0,1,,,,,,,,,,,,False,61.175532315159174,False,False,False,False,False,,False,55.232425852127335,False,False,False,False,False,
1,p1g1_073,1,merge_cross_edge,"[""p2g6_020"",""ref_M0""]",4456ca140057a3e3,ok,partial,0.439,70.44877110280179,79.29836147040238,4|switch|rotor|liquid|s2|g2|structured,True,True,True,True,0,3,0.0,p1g1_073_s2,ok,0.0,63.05356882094546,84.07142509459395,p1g1_073_s3,ok,0.3729,70.45186365740932,81.5058182098791,True,70.44877110280179,True,False,False,False,False,63.05356882094546,True,65.13901688224142,True,False,False,False,False,50.442855056756365
1,p1g1_074,1,merge_cross_edge,"[""p1g6_065"",""ref_iso_d0.75""]",7784cd3c50a55250,ok,partial,0.0531,29.910515461265284,38.11068728168704,3|switch|drift|frozen|s1|g2|mixed,True,True,True,True,0,3,0.0517,p1g1_074_s2,ok,0.0605,33.82880943344485,43.08841257792647,p1g1_074_s3,ok,0.0517,28.26385487788234,35.96180650384312,False,29.910515461265284,False,False,False,False,False,28.26385487788234,False,24.990412369012223,False,False,False,False,False,23.645083902305874
1,p1g1_075,1,merge_cross_edge,"[""p2g6_020"",""ref_M0""]",82d4a5f5de7d3e6a,ok,partial,0.3505,72.78046424856187,85.35728566474916,4|switch|rotor|liquid|s3|g2|structured,True,True,True,True,0,3,0.3329,p1g1_075_s2,ok,0.4098,71.23110501562397,81.31480668749862,p1g1_075_s3,ok,0.3329,71.95236429680791,84.83981906241056,False,72.78046424856187,True,True,False,False,False,71.23110501562397,False,65.23437139884949,True,True,False,False,False,64.21989143744634
1,p1g1_002,1,mutate,"[""p3g6_032""]",020eb6f6f8781bc8,ok,partial,0.4949,47.40958719961945,46.71611626615927,3|constant|rotor|liquid|s1|g1|structured,True,True,False,False,0,2,,p1g1_002_s2,ok,0.0,3.9084315152529006,5.211242020337201,,,,,,False,47.40958719961945,False,False,False,False,False,,False,47.82566975969556,False,False,False,False,False,
1,p1g1_004,1,mutate,"[""p3g6_032""]",0af2da54db33e66f,ok,partial,0.3513,53.331784272661956,59.39904569688261,3|switch|mobile|liquid|s1|g1|structured,True,True,False,False,0,2,,p1g1_004_s2,ok,0.3726,53.53996806397232,58.966624085296424,,,,,,False,53.331784272661956,False,False,False,False,False,,False,49.691427418129564,False,False,False,False,False,
1,p1g1_005,1,mutate,"[""p4g4_007""]",f6bcb2c9f3cf6bd7,ok,partial,0.0,40.64720595277658,54.19627460370211,3|oscillator|drift|liquid|s1|g2|mixed,True,True,True,True,0,3,0.0,p1g1_005_s2,ok,0.0,41.51927879735558,55.359038396474105,p1g1_005_s3,ok,0.0,37.70712714151922,50.276169522025626,False,40.64720595277658,False,False,False,False,False,37.70712714151922,False,32.51776476222126,False,False,False,False,False,30.165701713215373
1,p1g1_008,1,mutate,"[""p6g8_033""]",d83a1259b990c649,ok,partial,0.0,50.399330174710556,67.19910689961408,3|switch|mobile|liquid|s1|g2|mixed,True,True,True,True,0,3,0.0,p1g1_008_s2,ok,0.0,45.30237710023749,60.40316946698332,p1g1_008_s3,ok,0.0,54.16070334900281,72.21427113200374,False,50.399330174710556,False,False,False,False,False,45.30237710023749,False,40.31946413976845,False,False,False,False,False,36.24190168018999
1,p1g1_011,1,mutate,"[""p6g9_021""]",bf87073f17a076f9,ok,partial,0.3161,55.24953774270308,63.12938365693744,3|switch|rotor|liquid|s1|g2|structured,True,True,False,False,0,2,,p1g1_011_s2,ok,0.2829,53.31682827662208,61.659104368829446,,,,,,False,55.24953774270308,False,False,False,False,False,,False,50.52163019416246,False,False,False,False,False,
1,p1g1_013,1,mutate,"[""p3g6_036""]",8784c1d75e4d44bb,ok,partial,0.5743,75.15544248099029,81.06392330798705,4|switch|mobile|liquid|s2|g1|structured,True,True,True,True,0,3,0.4855,p1g1_013_s2,ok,0.5841,75.06755884214621,80.62007845619496,p1g1_013_s3,ok,0.4855,71.99252361259285,79.8066981501238,True,75.15544248099029,True,True,True,True,True,71.99252361259285,True,71.61035398479223,True,True,True,True,True,67.30401889007427
1,p1g1_015,1,mutate,"[""p6g8_033""]",2f4a6e93e3bb2946,ok,partial,0.2567,48.305833580769495,55.851111441026,3|switch|mobile|liquid|s1|g2|mixed,False,False,False,False,0,1,,,,,,,,,,,,False,48.305833580769495,False,False,False,False,False,,False,43.7786668646156,False,False,False,False,False,
1,p1g1_016,1,mint_bilin,"[""p6g9_021""]",04dd5d8ed51c33f6,ok,partial,0.1425,58.20493065696968,72.8565742092929,3|grow|rotor|liquid|s1|g2|structured,False,False,False,False,0,1,,,,,,,,,,,,False,58.20493065696968,False,False,False,False,False,,False,49.413944525575744,False,False,False,False,False,
1,p1g1_017,1,mint_bilin,"[""p4g4_007""]",81e520d83528deef,ok,partial,0.0,43.60501283639155,58.14001711518873,3|switch|drift|liquid|s1|g2|mixed,True,True,False,False,0,2,,p1g1_017_s2,ok,0.0,40.8934226455241,54.524563527365466,,,,,,False,43.60501283639155,False,False,False,False,False,,False,34.88401026911324,False,False,False,False,False,
1,p1g1_019,1,mint_bilin,"[""p2g4_002""]",66788fcc2c9cce87,ok,partial,0.3323,61.087731225539216,70.37364163405229,3|switch|mobile|liquid|s2|g2|structured,True,True,False,False,0,2,,p1g1_019_s2,ok,0.3355,64.69385309252432,75.0751374566991,,,,,,False,61.087731225539216,False,False,False,False,False,,False,55.516184980431376,False,False,False,False,False,
1,p1g1_020,1,mint_bilin,"[""p6g6_032""]",a7ecb62bb118dd63,ok,partial,0.5101,72.4782692975349,79.63435906337986,4|switch|mobile|liquid|s2|g2|structured,True,True,True,True,0,3,0.4499,p1g1_020_s2,ok,0.5067,77.88911561975847,86.96215415967797,p1g1_020_s3,ok,0.4499,80.26321791712421,92.02095722283228,True,72.4782692975349,True,True,True,True,True,72.4782692975349,True,68.18461543802792,True,True,True,True,True,68.18461543802792
1,p1g1_024,1,mint_bilin,"[""p6g9_021""]",1514d21dd1e5a2b0,ok,partial,0.3974,66.44329354039228,75.3443913871897,3|switch|rotor|liquid|s2|g2|structured,True,True,True,True,0,3,0.2648,p1g1_024_s2,ok,0.2767,68.31628390830834,81.86504521107778,p1g1_024_s3,ok,0.2648,70.36558358982283,84.9941114530971,False,66.44329354039228,False,False,False,False,False,66.44329354039228,False,61.10263483231382,False,False,False,False,False,60.18702712664667
1,p1g1_025,1,mint_bilin,"[""p6g9_021""]",d52a384e5144e3b9,ok,partial,0.2925,54.25804858845859,62.59406478461146,2|switch|mobile|liquid|s1|g2|structured,False,False,False,False,0,1,,,,,,,,,,,,False,54.25804858845859,False,False,False,False,False,,False,49.25643887076687,False,False,False,False,False,
1,p1g1_026,1,mint_bilin,"[""p3g9_022""]",f7c852721f3e1cab,ok,partial,0.4739,63.28436235495127,68.58248313993502,4|grow|mobile|liquid|s1|g2|structured,True,True,True,True,0,3,0.3501,p1g1_026_s2,ok,0.3501,61.15085760749929,69.86447680999905,p1g1_026_s3,ok,0.5497,75.51838295790617,82.3678439438749,True,63.28436235495127,True,True,True,False,False,61.15085760749929,True,60.10548988396101,True,True,True,False,False,55.92268608599943
1,p1g1_027,1,mint_bilin,"[""p6g9_021""]",3977abaf53d81fe5,ok,partial,0.2179,65.6607754170071,80.28436722267614,3|grow|mobile|liquid|s2|g2|structured,True,True,True,True,0,3,0.1872,p1g1_027_s2,ok,0.1872,57.38526925453219,70.27369233937625,p1g1_027_s3,ok,0.3303,70.61441223759499,83.14254965012667,False,65.6607754170071,False,False,False,False,False,57.38526925453219,False,56.886620333605684,False,False,False,False,False,49.65221540362575
1,p1g1_029,1,delete_bilin,"[""p3g6_032""]",f696871bd3d8ad9a,ok,partial,0.4457,65.55572542785397,72.55096723713864,4|grow|rotor|liquid|s1|g1|structured,True,True,True,True,0,3,0.4096,p1g1_029_s2,ok,0.4096,64.59973866301603,72.47965155068803,p1g1_029_s3,ok,0.5585,72.26666823404642,77.73889097872856,True,65.55572542785397,True,True,True,True,True,64.59973866301603,True,61.358580342283176,True,True,True,False,False,59.87179093041282
1,p1g1_039,1,add_chan,"[""p2g6_031""]",b5b536b3b8c409aa,ok,partial,0.0,45.356233260556465,60.47497768074195,3|switch|rotor|liquid|s1|g2|mixed,True,True,True,True,0,3,0.0,p1g1_039_s2,ok,0.0,50.71637203199211,67.62182937598948,p1g1_039_s3,ok,0.0,50.085653712924994,66.78087161723333,False,45.356233260556465,False,False,False,False,False,45.356233260556465,False,36.284986608445166,False,False,False,False,False,36.284986608445166
