source_island,source_row_index,island,cand,phase,seed,gen,bucket,op,parents,ghash,status,primary_included,C9_mode,C9,interest_raw,interest_v2_preserved,common_I025,common_I040,qualifies_025,qualifies_040,descriptor_bin,spatial_class,valid_same_genome_confirmation,actual_origin_op,ic_merge,T_used
1,46,1,p1g1_015,screen,957,1,creative_screen,mutate,"[""p6g8_033""]",2f4a6e93e3bb2946,ok,True,partial,0.2567,48.305833580769495,55.851111441026,48.305833580769495,43.7786668646156,False,False,3|switch|mobile|liquid|s1|g2|mixed,mixed,,mutate,False,2500.0
1,47,1,p1g1_016,screen,957,1,creative_screen,mint_bilin,"[""p6g9_021""]",04dd5d8ed51c33f6,ok,True,partial,0.1425,58.20493065696968,72.8565742092929,58.20493065696968,49.413944525575744,False,False,3|grow|rotor|liquid|s1|g2|structured,structured,,mint_bilin,False,20000.0
1,48,1,p1g1_017,screen,957,1,creative_screen,mint_bilin,"[""p4g4_007""]",81e520d83528deef,ok,True,partial,0.0,43.60501283639155,58.14001711518873,43.60501283639155,34.88401026911324,False,False,3|switch|drift|liquid|s1|g2|mixed,mixed,,mint_bilin,False,5000.0
1,49,1,p1g1_019,screen,957,1,creative_screen,mint_bilin,"[""p2g4_002""]",66788fcc2c9cce87,ok,True,partial,0.3323,61.087731225539216,70.37364163405229,61.087731225539216,55.516184980431376,False,False,3|switch|mobile|liquid|s2|g2|structured,structured,,mint_bilin,False,5000.0
1,50,1,p1g1_020,screen,957,1,creative_screen,mint_bilin,"[""p6g6_032""]",a7ecb62bb118dd63,ok,True,partial,0.5101,72.4782692975349,79.63435906337986,72.4782692975349,68.18461543802792,True,True,4|switch|mobile|liquid|s2|g2|structured,structured,,mint_bilin,False,10000.0
1,51,1,p1g1_024,screen,957,1,creative_screen,mint_bilin,"[""p6g9_021""]",1514d21dd1e5a2b0,ok,True,partial,0.3974,66.44329354039228,75.3443913871897,66.44329354039228,61.10263483231382,False,False,3|switch|rotor|liquid|s2|g2|structured,structured,,mint_bilin,False,10000.0
1,52,1,p1g1_025,screen,957,1,creative_screen,mint_bilin,"[""p6g9_021""]",d52a384e5144e3b9,ok,True,partial,0.2925,54.25804858845859,62.59406478461146,54.25804858845859,49.25643887076687,False,False,2|switch|mobile|liquid|s1|g2|structured,structured,,mint_bilin,False,10000.0
1,53,1,p1g1_026,screen,957,1,creative_screen,mint_bilin,"[""p3g9_022""]",f7c852721f3e1cab,ok,True,partial,0.4739,63.28436235495127,68.58248313993502,63.28436235495127,60.10548988396101,True,True,4|grow|mobile|liquid|s1|g2|structured,structured,,mint_bilin,False,5000.0
1,54,1,p1g1_027,screen,957,1,creative_screen,mint_bilin,"[""p6g9_021""]",3977abaf53d81fe5,ok,True,partial,0.2179,65.6607754170071,80.28436722267614,65.6607754170071,56.886620333605684,False,False,3|grow|mobile|liquid|s2|g2|structured,structured,,mint_bilin,False,20000.0
1,55,1,p1g1_029,screen,957,1,creative_screen,delete_bilin,"[""p3g6_032""]",f696871bd3d8ad9a,ok,True,partial,0.4457,65.55572542785397,72.55096723713864,65.55572542785397,61.358580342283176,True,True,4|grow|rotor|liquid|s1|g1|structured,structured,,delete_bilin,False,5000.0
1,56,1,p1g1_039,screen,957,1,creative_screen,add_chan,"[""p2g6_031""]",b5b536b3b8c409aa,ok,True,partial,0.0,45.356233260556465,60.47497768074195,45.356233260556465,36.284986608445166,False,False,3|switch|rotor|liquid|s1|g2|mixed,mixed,,add_chan,False,2500.0
1,57,1,p1g1_041,screen,957,1,creative_screen,dup_act,"[""p6g8_061""]",8080e7c7f935fd5d,ok,True,partial,0.0,39.8154973061334,53.087329741511205,39.8154973061334,31.852397844906722,False,False,3|switch|mobile|flicker|s1|g2|mixed,mixed,,dup_act,False,2500.0
1,58,1,p1g1_044,screen,957,1,creative_screen,dup_act,"[""p2g2_038""]",32872dffa2215107,ok,True,partial,0.0,61.77373052548734,82.36497403398312,61.77373052548734,49.41898442038987,False,False,4|grow|mobile|liquid|s2|g2|mixed,mixed,,dup_act,False,20000.0
1,59,1,p1g1_045,screen,957,1,creative_screen,dup_act,"[""p6g5_026""]",ae933282703d8e22,ok,True,partial,0.0,60.94799220563988,81.26398960751983,60.94799220563988,48.7583937645119,False,False,4|grow|rotor|liquid|s2|g2|mixed,mixed,,dup_act,False,20000.0
1,60,1,p1g1_054,screen,957,1,creative_screen,merge_spatial_ic,"[""p4g4_007"",""p6g6_032""]",51de7cd26fa902e8,ok,True,partial,0.0,51.17555468695969,68.23407291594626,51.17555468695969,40.940443749567756,False,False,4|constant|rotor|liquid|s1|g2|mixed,mixed,,merge_spatial_ic,True,5000.0
1,61,1,p1g1_066,screen,957,1,creative_screen,merge_cross_edge,"[""p6g7_013"",""ref_M4_tau5.7""]",0e11c7d87df63d4e,ok,True,partial,0.4893,58.248347808934454,61.35446374524594,58.248347808934454,56.38467824714756,False,False,4|switch|mobile|liquid|s1|g2|structured,structured,,merge_cross_edge,False,2500.0
1,62,1,p1g1_001,screen,957,1,creative_screen,mutate,"[""p5g4_065""]",3524e996cf168d1c,ok,True,partial,0.0,42.753164008970074,57.00421867862676,42.753164008970074,34.20253120717606,False,False,4|switch|mobile|flicker|s1|g2|mixed,mixed,,mutate,False,20000.0
1,63,1,p1g1_003,screen,957,1,creative_screen,mutate,"[""p6g7_028""]",157e4e198ef64a03,ok,True,partial,0.0,42.02500275023908,56.033337000318774,42.02500275023908,33.620002200191266,False,False,2|constant|rotor|liquid|s1|g2|mixed,mixed,,mutate,False,5000.0
1,64,1,p1g1_007,screen,957,1,creative_screen,mutate,"[""p6g7_028""]",99da6864c5fa99ca,ok,True,partial,0.3551,57.5162458261985,64.851661101598,57.5162458261985,53.114996660958795,False,False,3|switch|rotor|liquid|s1|g2|structured,structured,,mutate,False,10000.0
1,65,1,p1g1_009,screen,957,1,creative_screen,mutate,"[""p6g4_021""]",6c1a68ff3495c5bc,ok,True,partial,0.4351,71.40309994613278,80.70079992817705,71.40309994613278,65.82447995690623,True,True,4|grow|mobile|liquid|s2|g2|structured,structured,,mutate,False,10000.0
1,66,1,p1g1_012,screen,957,1,creative_screen,mutate,"[""p2g4_015""]",c0cd8328b83c234c,ok,True,partial,0.032,18.61254485163589,23.750059802181184,18.61254485163589,15.53003588130871,False,False,4|constant|still|frozen|s1|g2|mixed,mixed,,mutate,False,2500.0
1,67,1,p1g1_018,screen,957,1,creative_screen,mint_bilin,"[""p6g7_028""]",0e36fef9b86aaa67,ok,True,partial,0.3352,66.53478338683236,77.53971118244314,66.53478338683236,59.93182670946589,False,False,3|switch|mobile|liquid|s2|g2|structured,structured,,mint_bilin,False,20000.0
1,68,1,p1g1_021,screen,957,1,creative_screen,mint_bilin,"[""p1g5_022""]",88a64cbd440d487d,ok,True,partial,0.0,13.81289534147127,18.41719378862836,13.81289534147127,11.050316273177016,False,False,3|constant|drift|frozen|s1|g0|structured,structured,,mint_bilin,False,2500.0
1,69,1,p1g1_022,screen,957,1,creative_screen,mint_bilin,"[""p6g5_026""]",744ecdc7d4c77903,ok,True,partial,0.3408,64.61925848031396,74.79901130708528,64.61925848031396,58.511406784251164,False,False,3|switch|mobile|liquid|s2|g2|structured,structured,,mint_bilin,False,10000.0
1,70,1,p1g1_031,screen,957,1,creative_screen,delete_bilin,"[""p1g3_035""]",85afb3e0e54bc5fa,ok,True,partial,0.4738,63.86947368823829,69.36596491765106,63.86947368823829,60.57157895059063,True,True,4|switch|mobile|liquid|s1|g1|structured,structured,,delete_bilin,False,2500.0
1,71,1,p1g1_032,screen,957,1,creative_screen,add_chan,"[""p4g4_018""]",3184a459a465e414,ok,True,partial,0.0,29.744955309779286,39.659940413039045,29.744955309779286,23.795964247823427,False,False,2|switch|still|gas|s1|g2|mixed,mixed,,add_chan,False,5000.0
1,72,1,p1g1_035,screen,957,1,creative_screen,add_chan,"[""p2g6_020""]",3b2132e468549efd,ok,True,partial,0.4295,44.41427553192342,44.9023673758979,44.41427553192342,44.121420425538744,False,False,2|switch|mobile|flicker|s1|g2|mixed,mixed,,add_chan,False,2500.0
1,73,1,p1g1_036,screen,957,1,creative_screen,add_chan,"[""p2g6_020""]",ed2f73e522071a33,ok,True,partial,0.2616,43.862313877671724,49.76308517022897,43.862313877671724,40.32185110213738,False,False,2|switch|drift|liquid|s1|g2|structured,structured,,add_chan,False,2500.0
1,74,1,p1g1_043,screen,957,1,creative_screen,dup_act,"[""p2g6_020""]",add056fbce34c257,ok,True,partial,0.0,60.33008246943555,80.44010995924741,60.33008246943555,48.26406597554844,False,False,4|grow|mobile|liquid|s2|g2|mixed,mixed,,dup_act,False,20000.0
1,75,1,p1g1_051,screen,957,1,creative_screen,merge_spatial_ic,"[""p6g5_026"",""p3g7_046""]",ead25ce87e4b853d,ok,True,partial,0.473,65.86537180631866,72.05382907509154,65.86537180631866,62.15229744505493,True,True,3|switch|mobile|liquid|s1|g2|structured,structured,,merge_spatial_ic,True,5000.0
1,76,1,p1g1_055,screen,957,1,creative_screen,merge_spatial_ic,"[""p1g3_035"",""p3g9_021""]",a065779eaf3df961,ok,True,partial,0.4369,56.805892219788525,61.17785629305137,56.805892219788525,54.18271377583082,False,False,3|switch|mobile|liquid|s1|g1|structured,structured,,merge_spatial_ic,True,2500.0
1,77,1,p1g1_060,screen,957,1,creative_screen,merge_cross_edge,"[""p6g1_043"",""ref_XV_tau15.7""]",ae26148685c799e6,ok,True,partial,0.1182,28.325724400850902,33.827632534467874,28.325724400850902,25.024579520680724,False,False,4|switch|mobile|liquid|s1|g0|structured,structured,,merge_cross_edge,False,2500.0
1,78,1,p1g1_006,screen,957,1,creative_screen,mutate,"[""p5g8_007""]",8b273b4fa3a48721,ok,True,partial,0.0934,35.32796511183803,43.990620149117376,35.32796511183803,30.130372089470427,False,False,2|constant|still|liquid|s1|g2|mixed,mixed,,mutate,False,2500.0
1,79,1,p1g1_010,screen,957,1,creative_screen,mutate,"[""p2g6_020""]",19ce8f5d2f7ec59f,ok,True,partial,0.0,21.05217705118844,28.069569401584587,21.05217705118844,16.84174164095075,False,False,1|switch|still|gas|s1|g2|mixed,mixed,,mutate,False,2500.0
1,80,1,p1g1_028,screen,957,1,creative_screen,delete_bilin,"[""p4g4_018""]",277d35dbce71ee3a,ok,True,partial,0.0,46.86752881876784,62.49003842502378,46.86752881876784,37.49402305501427,False,False,3|switch|drift|liquid|s1|g2|mixed,mixed,,delete_bilin,False,2500.0
1,81,1,p1g1_080,screen,957,1,creative_screen,immigrate,,56c0f7cf3746dd3d,no_blobs,True,missing,,0.0,,,,False,False,,,,immigrate,False,
1,82,1,p1g1_085,screen,957,1,creative_screen,immigrate,,36c9a2b4dfdc925f,no_blobs,True,missing,,0.0,,,,False,False,,,,immigrate,False,
1,83,1,p1g1_088,screen,957,1,creative_screen,immigrate,,c95f4948026a1df3,no_blobs,True,missing,,0.0,,,,False,False,,,,immigrate,False,
1,84,1,p1g1_091,screen,957,1,creative_screen,immigrate,,0a922f0559c8172d,no_blobs,True,missing,,0.0,,,,False,False,,,,immigrate,False,
1,85,1,p1g1_092,screen,957,1,creative_screen,immigrate,,35cd7221ba65685b,no_blobs,True,missing,,0.0,,,,False,False,,,,immigrate,False,
1,86,1,p1g1_094,screen,957,1,creative_screen,immigrate,,1dc60831f1f28b62,no_blobs,True,missing,,0.0,,,,False,False,,,,immigrate,False,
1,87,1,p1g1_097,screen,957,1,creative_screen,immigrate,,ef1d90607a10065a,no_blobs,True,missing,,0.0,,,,False,False,,,,immigrate,False,
1,88,1,p1g1_030,screen,957,1,creative_screen,delete_bilin,"[""p2g6_020""]",0ca4df05e2dd82dc,ok,True,partial,0.2404,64.76303589483844,78.3373811931179,64.76303589483844,56.61842871587074,False,False,3|grow|rotor|liquid|s2|g2|structured,structured,,delete_bilin,False,20000.0
1,89,1,p1g1_069,screen,957,1,creative_screen,merge_slow_tanh,"[""p2g4_062"",""blk_engine_10748""]",c9fcf183444c34d1,ok,True,partial,0.4807,50.59835588475841,51.441141179677885,50.59835588475841,50.09268470780673,False,False,3|grow|mobile|liquid|s1|g2|structured,structured,,merge_slow_tanh,False,2500.0
1,90,1,p1g1_093,screen,957,1,creative_screen,immigrate,,fc924e39722dca37,ok,True,partial,0.0,0.0,0.0,0.0,0.0,False,False,1|constant|still|gas|s1|g0|mixed,mixed,,immigrate,False,2500.0
1,91,1,p1g1_095,screen,957,1,creative_screen,immigrate,,cda50f4cd2367519,ok,True,partial,0.0,0.0,0.0,0.0,0.0,False,False,1|constant|still|gas|s1|g0|mixed,mixed,,immigrate,False,2500.0
1,92,1,p1g1_099,screen,957,1,creative_screen,immigrate,,d4f25dbb9d91fbb4,ok,True,partial,0.0,0.0,0.0,0.0,0.0,False,False,1|constant|still|gas|s1|g0|mixed,mixed,,immigrate,False,2500.0
1,93,1,p1g1_082,screen,957,1,creative_screen,immigrate,,e62acf2fbf4d4cdd,no_blobs,True,missing,,0.0,,,,False,False,,,,immigrate,False,
1,94,1,p1g1_081,screen,957,1,creative_screen,immigrate,,e356d457001db6a0,no_blobs,True,missing,,0.0,,,,False,False,,,,immigrate,False,
1,95,1,p1g1_084,screen,957,1,creative_screen,immigrate,,f1f25e08ae31a4ea,no_blobs,True,missing,,0.0,,,,False,False,,,,immigrate,False,
1,96,1,p1g1_087,screen,957,1,creative_screen,immigrate,,84803d08ab0ac1da,no_blobs,True,missing,,0.0,,,,False,False,,,,immigrate,False,
1,97,1,p1g1_089,screen,957,1,creative_screen,immigrate,,0ecdd0e4084c79a3,no_blobs,True,missing,,0.0,,,,False,False,,,,immigrate,False,
1,98,1,p1g1_090,screen,957,1,creative_screen,immigrate,,ad8db39785fbf56e,no_blobs,True,missing,,0.0,,,,False,False,,,,immigrate,False,
1,99,1,p1g1_083,screen,957,1,creative_screen,immigrate,,f070c2b4bc6e239c,ok,True,partial,0.0,0.0,0.0,0.0,0.0,False,False,1|constant|still|gas|s1|g2|mixed,mixed,,immigrate,False,2500.0
1,100,1,p1g1_086,screen,957,1,creative_screen,immigrate,,f586a6d23c69cbaa,ok,True,partial,0.0,0.0,0.0,0.0,0.0,False,False,1|constant|still|gas|s1|g0|mixed,mixed,,immigrate,False,2500.0
